"","no","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","W","WS","WC","YEAR","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"1858",130,"20170912KTWO0",20170912,"KT","W",0.121212121,1.8,0.212121212,0.4,0,0,0,0.285714286,1,0.302325581,0.428571429,0,0.047619048,0.181818182,10,1,1,"WIN",3,2735,2017,0.0795805636424522,0.0727272727272727,0.424242424,0.290909090909091,0,0,0,0.433790837866788,0.0714285714285714,0.433611835087668,0.309047947616629,0,0.0977443617202216,0.181818182,0.555555555555556,0.2,1
"1859",131,"20170913KTWO0",20170913,"KT","L",0.5,9,0.15625,0.25,1,2,0,0.15625,0,0.15625,0.21875,0,0,0,5,1,1,"LOSE",0,2735,2017,0.656539650050231,0.363636363636364,0.3125,0.181818181818182,0.5,0.5,0,0.1746870775231,0,0.162185355109897,0.128725878833627,0,0,0,0.277777777777778,0.2,1
"1860",132,"20170914LGKT0",20170914,"KT","W",0.452380952,11,0.166666667,0.444444444,0,0,0,0.405405405,6,0.404761905,0.648648649,0,0.297297297,0.461538462,9,1,1,"WIN",3,2738,2017,0.584007650076472,0.444444444444444,0.333333334,0.323232322909091,0,0,0,0.673335039366837,0.428571428571429,0.623951183080284,0.498183918101378,0,0.610241820382721,0.461538462,0.5,0.2,1
"1861",133,"20170915LGKT0",20170915,"KT","W",0.275,3.272727273,0.125,0.272727273,0,0,1,0.292682927,4,0.325581395,0.512195122,1,0.12195122,0.333333333,9,0,0,"WIN",3,2741,2017,0.31382595291593,0.132231404969697,0.25,0.198347107636364,0,0,0.25,0.447737549684944,0.285714285714286,0.476824011207904,0.380914760233917,0.142857142857143,0.250320925355381,0.333333333,0.5,0,0
"1862",134,"20170916KTHT0",20170916,"KT","L",0.619047619,19.125,0.023809524,0.875,0,1,0,0.272727273,2,0.305555556,0.333333333,0,0.060606061,0.166666667,6,0,0,"LOSE",0,2741,2017,0.837869648461456,0.772727272727273,0.047619048,0.636363636363636,0,0.25,0,0.407799238114465,0.142857142857143,0.439613527763915,0.227199632220425,0,0.124401914730043,0.166666667,0.333333333333333,0,0
"1863",135,"20170917KTHT0",20170917,"KT","L",0.4,4.5,0.133333333,0.25,0,1,0,0.352941176,0,0.342857143,0.558823529,0,0.088235294,0.285714286,6,0,0.597736626,"LOSE",0,2741,2017,0.504222451323875,0.181818181818182,0.266666666,0.181818181818182,0,0.25,0,0.568335587877703,0,0.50892448574665,0.4209875538202,0,0.181114550908832,0.285714286,0.333333333333333,0,0.597736626
"1864",136,"20170919KTLG0",20170919,"KT","W",0.272727273,7,0.242424242,0.555555556,0,0,0,0.413043478,4,0.450980392,0.782608696,1,0.326086957,0.545454545,8,0,0.597736626,"WIN",3,2744,2017,0.310364198814832,0.282828282828283,0.484848484,0.404040404363636,0,0,0,0.688621521046268,0.285714285714286,0.709830843119482,0.613310161042504,0.142857142857143,0.66933638566765,0.545454545,0.444444444444444,0,0.597736626
"1865",137,"20170921WOKT0",20170921,"KT","L",0.444444444,5,0.111111111,0.222222222,0,2,1,0.181818182,0,0.181818182,0.575757576,2,0.090909091,0,3,0,0.597736626,"LOSE",0,2744,2017,0.571918983414179,0.202020202020202,0.222222222,0.161616161454545,0,0.5,0.25,0.225858039848199,0,0.209694196712184,0.43554079751157,0.285714285714286,0.186602871068748,0,0.166666666666667,0,0.597736626
"1866",138,"20170923KTHT0",20170923,"KT","L",0.552631579,9,0.157894737,0.5,0,0,0,0.21875,0,0.21875,0.34375,1,0.09375,1,2,0,0.597736626,"LOSE",0,2744,2017,0.73670659682848,0.363636363636364,0.315789474,0.363636363636364,0,0,0,0.299771651206073,0,0.278318078200766,0.236151791931737,0.142857142857143,0.192434210597213,1,0.111111111111111,0,0.597736626
"1867",139,"20170924KTOB0",20170924,"KT","L",0.333333333,6.75,0.121212121,0.5,0,1,0,0.305555556,4,0.375,0.527777778,1,0.111111111,0.285714286,9,0,0,"LOSE",0,2744,2017,0.402677651665247,0.272727272727273,0.242424242,0.363636363636364,0,0.25,0,0.473500226655249,0.285714285714286,0.568649885927936,0.394306608628267,0.142857142857143,0.228070175294552,0.285714286,0.5,0,0
"1868",140,"20170927OBKT0",20170927,"KT","W",0.285714286,2,0.2,0.333333333,0,0,1,0.185185185,3,0.24137931,0.259259259,0,0.111111111,0.4,3,0,0.597736626,"WIN",3,2747,2017,0.33014565321466,0.0808080808080808,0.4,0.242424242181818,0,0,0.25,0.232596602005707,0.214285714285714,0.320366132472244,0.163539831929649,0,0.228070175294552,0.4,0.166666666666667,0,0.597736626
"1869",141,"20170928LGKT0",20170928,"KT","L",0.571428571,15,0.19047619,0.888888889,0,1,1,0.352941176,1,0.361111111,0.764705882,2,0.176470588,0.333333333,3,0,0,"LOSE",0,2747,2017,0.765337648487697,0.606060606060606,0.38095238,0.646464646545455,0,0.25,0.25,0.568335587877703,0.0714285714285714,0.542842613923507,0.597924351914699,0.285714285714286,0.362229101817663,0.333333333,0.166666666666667,0,0
"1870",142,"20171001HTKT0",20171001,"KT","W",0.258064516,2,0.193548387,0.444444444,0,2,0,0.520833333,4,0.54,0.979166667,3,0.416666667,0.583333333,8,1,1,"WIN",3,2750,2017,0.28803029809638,0.0808080808080808,0.387096774,0.323232322909091,0,0.5,0,0.90434709000666,0.285714285714286,0.875240274887828,0.782233517133599,0.428571428571429,0.855263158894044,0.583333333,0.444444444444444,0.2,1
"1871",143,"20171002HTKT0",20171002,"KT","L",0.342857143,5,0.228571429,0.111111111,0,0,1,0.230769231,2,0.268292683,0.282051282,0,0.025641026,0.071428571,11,0,0.597736626,"LOSE",0,2750,2017,0.417184052269267,0.202020202020202,0.457142858,0.0808080807272727,0,0,0.25,0.323826377376188,0.142857142857143,0.370374505177048,0.183127462986675,0,0.0526315797036011,0.071428571,0.611111111111111,0,0.597736626
"1872",144,"20171003HTKT0",20171003,"KT","L",0.486486486,10,0.135135135,0.777777778,0,0,1,0.324324324,1,0.333333333,0.486486486,1,0.054054054,0,10,0,0.597736626,"LOSE",0,2750,2017,0.635956244075937,0.404040404040404,0.27027027,0.565656565818182,0,0,0.25,0.511063160156603,0.0714285714285714,0.491228069914649,0.358820570659462,0.142857142857143,0.110953058251404,0,0.555555555555556,0,0.597736626
"1873",1,"20170331LGWO0",20170331,"LG","W",0.266666667,1,0.2,0.444444444,1,2,2,0.129032258,3,0.205882353,0.258064516,1,0.032258065,0,5,0,0.571317829,"WIN",3,2753,2017,0.301132853529791,0.0404040404040404,0.4,0.323232322909091,0.5,0.5,0.5,0.120214763048169,0.214285714285714,0.254408400026653,0.162513061068109,0.142857142857143,0.0662139229191314,0,0.277777777777778,0,0.571317829
"1874",2,"20170401LGWO0",20170401,"LG","W",0.405405405,3,0.243243243,0.222222222,0,1,1,0.305555556,2,0.324324324,0.805555556,2,0.222222222,0.363636364,4,1,1,"WIN",3,2756,2017,0.512455812799689,0.121212121212121,0.486486486,0.161616161454545,0,0.25,0.25,0.473500226655249,0.142857142857143,0.474488217954327,0.63303086014838,0.285714285714286,0.456140350589104,0.363636364,0.222222222222222,0.2,1
"1875",3,"20170402LGWO0",20170402,"LG","W",0.142857143,2,0.214285714,0.444444444,0,0,1,0.277777778,5,0.365853659,0.5,1,0.194444444,0.375,5,1,0.5,"WIN",3,2759,2017,0.112549654816556,0.0808080808080808,0.428571428,0.323232322909091,0,0,0.25,0.417907082351404,0.357142857142857,0.551654854141573,0.370434183304375,0.142857142857143,0.399122806252308,0.375,0.277777777777778,0.2,0.5
"1876",4,"20170404SSLG0",20170404,"LG","W",0.2,0,0.342857143,0.111111111,0,0,1,0.390243902,3,0.418604651,0.487804878,0,0.268292683,0.388888889,9,2,1,"WIN",3,2762,2017,0.199588053871163,0,0.685714286,0.0808080807272727,0,0,0.25,0.642991517140467,0.214285714285714,0.649672715688847,0.359953606374832,0,0.550706033729207,0.388888889,0.5,0.4,1
"1877",5,"20170406SSLG0",20170406,"LG","W",0.161290323,0,0.225806452,0,0,0,0,0.275862069,3,0.333333333,0.517241379,1,0.137931034,0.25,6,0,0,"WIN",3,2765,2017,0.140626558228743,0,0.451612904,0,0,0,0,0.414073072054354,0.214285714285714,0.491228069914649,0.385251550361539,0.142857142857143,0.283121596209571,0.25,0.333333333333333,0,0
"1878",6,"20170407LGLT0",20170407,"LG","W",0.225806452,4,0.387096774,0.444444444,0,1,0,0.285714286,2,0.305555556,0.457142857,0,0.171428571,0.4,4,0,0.571317829,"WIN",3,2768,2017,0.238895718648225,0.161616161616162,0.774193548,0.323232322909091,0,0.25,0,0.433790837866788,0.142857142857143,0.439613527763915,0.333602441547964,0,0.351879698498061,0.4,0.222222222222222,0,0.571317829
"1879",7,"20170408LGLT0",20170408,"LG","L",0.583333333,8.307692308,0.111111111,0.461538462,0,1,1,0.358974359,4,0.418604651,0.692307692,1,0.153846154,0.214285714,9,1,0.5,"LOSE",0,2768,2017,0.783470648481137,0.335664335676768,0.222222222,0.335664336,0,0.25,0.25,0.580410117853805,0.285714285714286,0.649672715688847,0.535704818575496,0.142857142857143,0.315789474116344,0.214285714,0.5,0.2,0.5
"1880",8,"20170409LGLT0",20170409,"LG","L",0.470588235,7.875,0.352941176,0.625,0,0,1,0.161290323,5,0.257142857,0.290322581,0,0.032258065,0.111111111,8,1,1,"LOSE",0,2768,2017,0.611740473506252,0.318181818181818,0.705882352,0.454545454545455,0,0,0.25,0.184774543981972,0.357142857142857,0.349656750691138,0.190235877767334,0,0.0662139229191314,0.111111111,0.444444444444444,0.2,1
"1881",9,"20170411LGNC0",20170411,"LG","L",0.321428571,4.5,0.321428571,0.125,0,0,0,0.176470588,9,0.333333333,0.176470588,0,0.029411765,0.1,14,3,1,"LOSE",0,2768,2017,0.384544651671807,0.181818181818182,0.642857142,0.0909090909090909,0,0,0,0.215155615596685,0.642857142857143,0.491228069914649,0.0923906433188173,0,0.0603715176538211,0.1,0.777777777777778,0.6,1
"1882",10,"20170412LGNC0",20170412,"LG","L",0.342857143,5.625,0.257142857,0.625,0,0,1,0.15625,2,0.181818182,0.15625,0,0,0,7,0,0.571317829,"LOSE",0,2768,2017,0.417184052269267,0.227272727272727,0.514285714,0.454545454545455,0,0,0.25,0.1746870775231,0.142857142857143,0.209694196712184,0.0750129222845718,0,0,0,0.388888888888889,0,0.571317829
"1883",11,"20170413LGNC0",20170413,"LG","L",0.310344828,3.375,0.034482759,0.5,0,1,0,0.172413793,7,0.333333333,0.24137931,0,0.034482759,0.125,8,1,0.5,"LOSE",0,2768,2017,0.367662204820179,0.136363636363636,0.068965518,0.363636363636364,0,0.25,0,0.207036536027177,0.5,0.491228069914649,0.148173673149868,0,0.0707804000787086,0.125,0.444444444444444,0.2,0.5
"1884",12,"20170414KTLG0",20170414,"LG","W",0.323529412,2,0.235294118,0,0,2,1,0.3125,2,0.352941176,0.5,1,0.15625,0.333333333,5,0,0.571317829,"WIN",3,2771,2017,0.387744593832702,0.0808080808080808,0.470588236,0,0,0.5,0.25,0.487398511730533,0.142857142857143,0.527661865139101,0.370434183304375,0.142857142857143,0.320723684328688,0.333333333,0.277777777777778,0,0.571317829
"1885",13,"20170415KTLG0",20170415,"LG","L",0.133333333,0.9,0.2,0.5,0,0,3,0.205882353,1,0.228571429,0.323529412,0,0,0,6,0,0,"LOSE",0,2771,2017,0.0980432542125351,0.0363636363636364,0.4,0.363636363636364,0,0,0.75,0.274018944977305,0.0714285714285714,0.296567506911383,0.218774070897491,0,0,0,0.333333333333333,0,0
"1886",14,"20170416KTLG0",20170416,"LG","W",0.390243902,5,0.195121951,0.333333333,0,1,0,0.41025641,6,0.477272727,0.743589744,2,0.282051282,0.461538462,9,0,0.571317829,"WIN",3,2774,2017,0.489362236145277,0.202020202020202,0.390243902,0.242424242181818,0,0.25,0,0.683043613644581,0.428571428571429,0.758685250478959,0.579776988668654,0.285714285714286,0.578947368529086,0.461538462,0.5,0,0.571317829
"1887",15,"20170418LGHH0",20170418,"LG","L",0.258064516,3.24,0.129032258,0.24,2,2,0,0.264705882,2,0.285714286,0.264705882,0,0.058823529,0.222222222,8,1,1,"LOSE",0,2774,2017,0.28803029809638,0.130909090909091,0.258064516,0.174545454545455,1,0.5,0,0.391745601737194,0.142857142857143,0.402745996329017,0.168220699522259,0,0.120743033255011,0.222222222,0.444444444444444,0.2,1
"1888",16,"20170419LGHH0",20170419,"LG","L",0.310344828,3.375,0.137931034,0.5,0,1,0,0.129032258,2,0.129032258,0.129032258,0,0,0,6,1,1,"LOSE",0,2774,2017,0.367662204820179,0.136363636363636,0.275862068,0.363636363636364,0,0.25,0,0.120214763048169,0.142857142857143,0.111611427192382,0.0516217959900215,0,0,0,0.333333333333333,0.2,1
"1889",17,"20170420LGHH0",20170420,"LG","W",0.235294118,3,0.294117647,0.333333333,0,0,2,0.3125,2,0.342857143,0.4375,0,0.09375,0.333333333,4,0,0,"WIN",3,2777,2017,0.253347065723938,0.121212121212121,0.588235294,0.242424242181818,0,0,0.5,0.487398511730533,0.142857142857143,0.50892448574665,0.31672122675532,0,0.192434210597213,0.333333333,0.222222222222222,0,0
"1890",18,"20170421HTLG0",20170421,"LG","W",0.333333333,2,0.303030303,0.333333333,0,2,0,0.322580645,2,0.363636364,0.709677419,2,0.193548387,0.375,5,0,0.571317829,"WIN",3,2780,2017,0.402677651665247,0.0808080808080808,0.606060606,0.242424242181818,0,0.5,0,0.507573442646924,0.142857142857143,0.547534846041641,0.550632488841415,0.285714285714286,0.397283531356894,0.375,0.277777777777778,0,0.571317829
"1891",19,"20170422HTLG0",20170422,"LG","L",0.382352941,5,0.264705882,0.222222222,0,0,1,0.315789474,0,0.315789474,0.368421053,0,0.105263158,0.444444444,7,1,0.5,"LOSE",0,2780,2017,0.477342945397487,0.202020202020202,0.529411764,0.161616161454545,0,0,0.25,0.493981910977433,0,0.458629412007574,0.257354275096672,0,0.21606648229013,0.444444444,0.388888888888889,0.2,0.5
"1892",20,"20170423HTLG0",20170423,"LG","W",0.235294118,1,0.176470588,0.111111111,0,0,0,0.428571429,4,0.463414634,0.6,1,0.171428571,0.181818182,11,4,0.8,"WIN",3,2783,2017,0.253347065723938,0.0404040404040404,0.352941176,0.0808080807272727,0,0,0,0.71969843514235,0.285714285714286,0.732935201247975,0.456374913782863,0.142857142857143,0.351879698498061,0.181818182,0.611111111111111,0.8,0.8
"1893",21,"20170425SKLG0",20170425,"LG","L",0.435897436,8,0.153846154,0.111111111,0,0,2,0.3125,3,0.371428571,0.375,0,0.09375,0.428571429,5,0,0,"LOSE",0,2783,2017,0.558900420253661,0.323232323232323,0.307692308,0.0808080807272727,0,0,0.5,0.487398511730533,0.214285714285714,0.562013729526405,0.263008270206264,0,0.192434210597213,0.428571429,0.277777777777778,0,0
"1894",22,"20170426SKLG0",20170426,"LG","W",0.071428571,0,0.428571429,0.555555556,0,0,1,0.411764706,6,0.45,0.588235294,0,0.264705882,0.357142857,11,0,0.571317829,"WIN",3,2786,2017,0.00375165485591745,0,0.857142858,0.404040404363636,0,0,0.25,0.686062246638944,0.428571428571429,0.708009153636978,0.446264239507816,0,0.543343652726495,0.357142857,0.611111111111111,0,0.571317829
"1895",23,"20170427SKLG0",20170427,"LG","W",0.25,2,0.25,0.222222222,0,0,0,0.34375,4,0.388888889,0.53125,1,0.09375,0.125,9,4,0.666666667,"WIN",3,2789,2017,0.275746653234341,0.0808080808080808,0.5,0.161616161454545,0,0,0,0.54994079857202,0.285714285714286,0.594457157932365,0.397290661578902,0.142857142857143,0.192434210597213,0.125,0.5,0.8,0.666666667
"1896",24,"20170428LGKT0",20170428,"LG","W",0.2,1,0.233333333,0.222222222,0,1,0,0.161290323,2,0.205882353,0.161290323,0,0.064516129,0.2,5,2,1,"WIN",3,2792,2017,0.199588053871163,0.0404040404040404,0.466666666,0.161616161454545,0,0.25,0,0.184774543981972,0.142857142857143,0.254408400026653,0.079344612689247,0,0.132427843785631,0.2,0.277777777777778,0.4,1
"1897",25,"20170429LGKT0",20170429,"LG","L",0.411764706,6.75,0.176470588,0.125,0,1,1,0.193548387,2,0.193548387,0.193548387,0,0,0,6,1,1,"LOSE",0,2792,2017,0.522142121941466,0.272727272727273,0.352941176,0.0909090909090909,0,0.25,0.25,0.249334322914421,0.142857142857143,0.23149036709721,0.107067428529065,0,0,0,0.333333333333333,0.2,1
"1898",26,"20170430LGKT0",20170430,"LG","W",0.28125,5,0.15625,0.333333333,0,1,0,0.351351351,4,0.4,0.702702703,2,0.162162162,0.333333333,7,1,0.25,"WIN",3,2795,2017,0.323345777836327,0.202020202020202,0.3125,0.242424242181818,0,0.25,0,0.565153786560014,0.285714285714286,0.615102975164283,0.544638366962215,0.285714285714286,0.332859174754211,0.333333333,0.388888888888889,0.2,0.25
"1899",27,"20170502NCLG0",20170502,"LG","L",0.266666667,2,0.333333333,0,0,1,0,0.206896552,3,0.28125,0.275862069,0,0.034482759,0.166666667,6,0,0.571317829,"LOSE",0,2795,2017,0.301132853529791,0.0808080808080808,0.666666666,0,0,0.25,0,0.276048715370021,0.214285714285714,0.394450801291634,0.177808408123605,0,0.0707804000787086,0.166666667,0.333333333333333,0,0.571317829
"1900",28,"20170503NCLG0",20170503,"LG","W",0.178571429,0,0.25,0.222222222,0,3,0,0.447368421,6,0.511627907,0.657894737,1,0.342105263,0.526315789,8,0,0.571317829,"WIN",3,2798,2017,0.166948654796875,0,0.5,0.161616161454545,0,0.75,0,0.757317854835826,0.428571428571429,0.82252142016979,0.506130073669262,0.142857142857143,0.702216066416606,0.526315789,0.444444444444444,0,0.571317829
"1901",29,"20170504NCLG0",20170504,"LG","W",0.235294118,3,0.264705882,0.444444444,1,0,2,0.258064516,3,0.314285714,0.258064516,0,0.064516129,0.125,7,1,1,"WIN",3,2801,2017,0.253347065723938,0.121212121212121,0.529411764,0.323232322909091,0.5,0,0.5,0.378453882780672,0.214285714285714,0.455835240108772,0.162513061068109,0,0.132427843785631,0.125,0.388888888888889,0.2,1
"1902",30,"20170505LGOB0",20170505,"LG","W",0.322580645,1,0.225806452,0.111111111,0,2,0,0.181818182,4,0.25,0.515151515,2,0.090909091,0.166666667,7,1,0.5,"WIN",3,2804,2017,0.386299458515862,0.0404040404040404,0.451612904,0.0808080807272727,0,0.5,0,0.225858039848199,0.285714285714286,0.3363844397462,0.383455505973932,0.285714285714286,0.186602871068748,0.166666667,0.388888888888889,0.2,0.5
"1903",31,"20170506LGOB0",20170506,"LG","W",0.294117647,5,0.205882353,0.333333333,0,0,1,0.193548387,6,0.285714286,0.193548387,0,0.225806452,0.5,4,2,1,"WIN",3,2807,2017,0.342945417288723,0.202020202020202,0.411764706,0.242424242181818,0,0,0.25,0.249334322914421,0.428571428571429,0.402745996329017,0.107067428529065,0,0.463497454276025,0.5,0.222222222222222,0.4,1
"1904",32,"20170507LGOB0",20170507,"LG","W",0.314285714,4,0.228571429,0.444444444,0,0,2,0.4,5,0.404761905,0.525,0,0.25,0.363636364,10,1,1,"WIN",3,2810,2017,0.373664851980378,0.161616161616162,0.457142858,0.323232322909091,0,0,0.5,0.662516914886696,0.357142857142857,0.623951183080284,0.391919365923997,0,0.5131578949259,0.363636364,0.555555555555556,0.2,1
"1905",33,"20170510LGSS0",20170510,"LG","W",0.161290323,1,0.161290323,0,0,0,0,0.365853659,2,0.386363636,0.731707317,2,0.146341463,0.166666667,11,0,0,"WIN",3,2813,2017,0.140626558228743,0.0404040404040404,0.322580646,0,0,0,0,0.594178026777601,0.142857142857143,0.589764925814231,0.569565144106281,0.285714285714286,0.300385108373826,0.166666667,0.611111111111111,0,0
"1906",34,"20170511LGSS0",20170511,"LG","W",0.323529412,5,0.176470588,0.222222222,0,2,0,0.285714286,5,0.365853659,0.685714286,1,0.228571429,0.333333333,6,1,1,"WIN",3,2816,2017,0.387744593832702,0.202020202020202,0.352941176,0.161616161454545,0,0.5,0,0.433790837866788,0.357142857142857,0.551654854141573,0.530038397295683,0.142857142857143,0.469172933383379,0.333333333,0.333333333333333,0.2,1
"1907",35,"20170512HHLG0",20170512,"LG","L",0.324324324,5,0.216216216,0.444444444,0,0,0,0.257142857,3,0.315789474,0.314285714,0,0.085714286,0.111111111,9,1,1,"LOSE",0,2816,2017,0.388955381523442,0.202020202020202,0.432432432,0.323232322909091,0,0,0,0.376609317611135,0.214285714285714,0.458629412007574,0.210829969313066,0,0.175939850275346,0.111111111,0.5,0.2,1
"1908",36,"20170513HHLG0",20170513,"LG","L",0.45,10,0.125,0.111111111,0,1,0,0.233333333,4,0.28125,0.233333333,0,0,0,7,0,0.571317829,"LOSE",0,2816,2017,0.580381050687053,0.404040404040404,0.25,0.0808080807272727,0,0.25,0,0.328958051064983,0.285714285714286,0.394450801291634,0.141258901741937,0,0,0,0.388888888888889,0,0.571317829
"1909",37,"20170514HHLG0",20170514,"LG","W",0.303030303,1,0.151515152,0,0,0,0,0.290322581,2,0.333333333,0.677419355,1,0.129032258,0.333333333,5,0,0,"WIN",3,2819,2017,0.35652092524004,0.0404040404040404,0.303030304,0,0,0,0,0.443013663714475,0.142857142857143,0.491228069914649,0.522909673001597,0.142857142857143,0.264855687571263,0.333333333,0.277777777777778,0,0
"1910",38,"20170516LGHT0",20170516,"LG","L",0.358974359,2.7,0.256410256,0.4,0,0,1,0.216216216,3,0.275,0.216216216,0,0.054054054,0.333333333,5,0,0.571317829,"LOSE",0,2819,2017,0.441733344193143,0.109090909090909,0.512820512,0.290909090909091,0,0,0.25,0.294700654542957,0.214285714285714,0.382837528982547,0.12654832635528,0,0.110953058251404,0.333333333,0.277777777777778,0,0.571317829
"1911",39,"20170517LGHT0",20170517,"LG","L",0.428571429,9,0.085714286,0.75,0,1,0,0.228571429,2,0.27027027,0.457142857,1,0.057142857,0.25,7,1,0.5,"LOSE",0,2819,2017,0.547741651612764,0.363636363636364,0.171428572,0.545454545454545,0,0.25,0,0.319427799356835,0.142857142857143,0.374049106192394,0.333602441547964,0.142857142857143,0.117293232832687,0.25,0.388888888888889,0.2,0.5
