,no,G_ID,GDAY_DS,T_ID,WLS,P1,P2,P3,P4,D1,D2,D3,B1,B2,B3,B4,C1,C2,C3,C4,S1,S2,W,WS,WC,YEAR,p1,p2,p3,p4,d1,d2,d3,b1,b2,b3,b4,c1,c2,c3,c4,s1,s2,P,D,B,C,S
1351,55,20160608WONC0,20160608,WO,L,0.433333333,7.875,0.2,0.375,0,0,3,0.289473684,5,0.357142857,0.394736842,0,0.078947368,0.363636364,13,0,0.612424242,LOSE,0,2006,2016,0.584999999,0.368421053,0.371428572,0.258333333,0,0,0.75,0.558270676,0.3125,0.548714883,0.33305921,0,0.176470587,0.363636364,0.6875,0,0.612424242,0.539918547,0.416666667,0.392252364,0.213151738,0.306212121
1352,56,20160609WONC0,20160609,WO,L,0.475,18,0.2,0.875,0,1,2,0.333333333,4,0.378378378,0.515151515,0,0.121212121,0.5,7,0,0.612424242,LOSE,0,2006,2016,0.64125,0.842105263,0.371428572,0.602777778,0,0.25,0.5,0.642857142,0.25,0.594029175,0.434659091,0,0.270944741,0.5,0.3125,0,0.612424242,0.321323883,0.583333333,0.379270365,0.364611185,0.306212121
1353,57,20160610KTWO0,20160610,WO,L,0.38,4.5,0.22,0.166666667,1,0,0,0.19047619,7,0.291666667,0.19047619,0,0.095238095,0.363636364,9,2,0.666666667,LOSE,0,2006,2016,0.513,0.210526316,0.408571429,0.114814815,0.333333333,0,0,0.367346938,0.4375,0.408995817,0.160714285,0,0.212885154,0.363636364,0.4375,0.285714286,0.666666667,0.642557575,0.555555556,0.537623521,0.284755379,0.476190476
1354,58,20160611KTWO0,20160611,WO,W,0.264705882,2,0.294117647,0.333333333,1,1,2,0.258064516,5,0.342857143,0.451612903,0,0.096774194,0.25,9,0,0.612424242,WIN,3,2009,2016,0.357352941,0.093567251,0.546218488,0.229629629,0.333333333,0.25,0.5,0.497695852,0.3125,0.518230724,0.381048387,0,0.216318787,0.25,0.4375,0,0.612424242,0.716417167,0.472222222,0.450265908,0.257204697,0.306212121
1355,59,20160612KTWO0,20160612,WO,W,0.068965517,1,0.275862069,0.555555556,0,0,0,0.4,3,0.421052632,0.771428571,1,0.314285714,0.4375,5,2,0.666666667,WIN,3,2012,2016,0.093103448,0.046783626,0.512315271,0.38271605,0,0,0,0.771428571,0.1875,0.68509139,0.650892857,0.166666667,0.702521008,0.4375,0.1875,0.285714286,0.666666667,0.747428037,0.666666667,0.591618914,0.529796919,0.476190476
1356,60,20160614LTWO0,20160614,WO,W,0.361111111,6,0.083333333,0.333333333,0,1,1,0.303030303,4,0.378378378,0.757575758,1,0.272727273,0.636363636,4,0,0.612424242,WIN,3,2015,2016,0.4875,0.280701754,0.154761904,0.229629629,0,0.25,0.25,0.584415584,0.25,0.594029175,0.639204546,0.166666667,0.609625669,0.636363636,0.125,0,0.612424242,0.53923263,0.666666667,0.454580885,0.571913993,0.306212121
1357,61,20160615LTWO0,20160615,WO,L,0.333333333,11,0.083333333,0.777777778,0,0,0,0.305555556,7,0.395348837,0.416666667,0,0.138888889,0.285714286,11,0,0.612424242,LOSE,0,2015,2016,0.449999999,0.514619883,0.154761904,0.535802469,0,0,0,0.589285715,0.4375,0.630242288,0.3515625,0,0.310457517,0.285714286,0.5625,0,0.612424242,0.413584888,0.666666667,0.423168949,0.258417951,0.306212121
1358,62,20160616LTWO0,20160616,WO,W,0.459459459,7,0.162162162,0.333333333,0,2,0,0.378378378,3,0.425,0.756756757,2,0.27027027,0.666666667,6,1,1,WIN,3,2018,2016,0.620270269,0.32748538,0.301158301,0.229629629,0,0.5,0,0.729729728,0.1875,0.693514644,0.638513514,0.333333333,0.604133545,0.666666667,0.25,0.142857143,1,0.530943256,0.833333333,0.626783433,0.588533386,0.571428571
1359,63,20160617WOHH0,20160617,WO,L,0.5,9,0.233333333,0.5,1,0,1,0.1875,7,0.333333333,0.4375,2,0.125,0.142857143,7,1,1,LOSE,0,2018,2016,0.675,0.421052632,0.433333333,0.344444444,0.333333333,0,0.25,0.361607143,0.4375,0.497907949,0.369140625,0.333333333,0.279411765,0.142857143,0.3125,0.142857143,1,0.498209064,0.472222222,0.528322107,0.36077556,0.571428571
1360,64,20160618WOHH0,20160618,WO,W,0.405405405,6,0.162162162,0.333333333,0,1,0,0.317073171,4,0.369565217,0.56097561,1,0.219512195,0.230769231,9,2,1,WIN,3,2021,2016,0.547297297,0.280701754,0.301158301,0.229629629,0,0.25,0,0.611498258,0.25,0.575222848,0.473323171,0.166666667,0.490674318,0.230769231,0.4375,0.285714286,1,0.560882405,0.75,0.649149173,0.362652554,0.642857143
1361,65,20160619WOHH0,20160619,WO,W,0.4,6,0.057142857,0.333333333,0,0,0,0.333333333,6,0.422222222,0.538461538,1,0.230769231,0.4375,7,5,1,WIN,3,2024,2016,0.54,0.280701754,0.106122449,0.229629629,0,0,0,0.642857142,0.375,0.687587168,0.454326923,0.166666667,0.515837105,0.4375,0.3125,0.714285714,1,0.513947766,0.666666667,0.723725037,0.451875943,0.857142857
1362,66,20160621SSWO0,20160621,WO,W,0.361111111,8,0.111111111,0.111111111,1,0,0,0.43902439,4,0.477272727,0.682926829,0,0.292682927,0.5,9,6,0.75,WIN,3,2027,2016,0.4875,0.374269006,0.206349206,0.07654321,0.333333333,0,0,0.846689894,0.25,0.805058957,0.576219512,0,0.654232425,0.5,0.4375,0.857142857,0.75,0.567009248,0.555555556,0.682426915,0.429183106,0.803571429
1363,67,20160622SSWO0,20160622,WO,W,0.28125,1,0.25,0.222222222,0,1,0,0.322580645,0,0.322580645,0.709677419,2,0.129032258,0.375,4,1,0.5,WIN,3,2030,2016,0.3796875,0.046783626,0.464285715,0.15308642,0,0.25,0,0.622119815,0,0.474962883,0.598790322,0.333333333,0.288425047,0.375,0.125,0.142857143,0.5,0.721182042,0.75,0.528509796,0.467939595,0.321428571
1364,68,20160623SSWO0,20160623,WO,L,0.378378378,4,0.216216216,0.444444444,0,1,2,0.1,5,0.205882353,0.233333333,0,0,0,8,1,1,LOSE,0,2030,2016,0.51081081,0.187134503,0.401544401,0.306172839,0,0.25,0.5,0.192857143,0.3125,0.225941423,0.196875,0,0,0,0.375,0.142857143,1,0.599356562,0.583333333,0.58138676,0.15625,0.571428571
1365,69,20160624WOLG0,20160624,WO,L,0.475,10.125,0.1,0.125,0,0,0,0.25,5,0.342105263,0.5625,2,0.21875,0.4,4,0,0.612424242,LOSE,0,2030,2016,0.64125,0.473684211,0.185714286,0.086111111,0,0,0,0.482142857,0.3125,0.516626293,0.474609375,0.333333333,0.488970588,0.4,0.125,0,0.612424242,0.496167241,0.666666667,0.443814537,0.52432598,0.306212121
1366,70,20160625WOLG0,20160625,WO,W,0.35,5.4,0.25,0.3,0,0,1,0.342105263,8,0.434782609,0.552631579,1,0.184210526,0.333333333,8,2,1,WIN,3,2033,2016,0.4725,0.252631579,0.464285715,0.206666667,0,0,0.25,0.659774435,0.5,0.714389668,0.466282895,0.166666667,0.411764705,0.333333333,0.375,0.285714286,1,0.633121867,0.583333333,0.625542372,0.384191176,0.642857143
1367,71,20160626WOLG0,20160626,WO,L,0.24137931,2.25,0.137931034,0.25,0,1,0,0.2,3,0.25,0.266666667,0,0.033333333,0.142857143,5,1,0.5,LOSE,0,2033,2016,0.325862068,0.105263158,0.256157635,0.172222222,0,0.25,0,0.385714285,0.1875,0.320083682,0.225,0,0.074509803,0.142857143,0.1875,0.142857143,0.5,0.663202547,0.75,0.514014922,0.257466737,0.321428571
1368,72,20160628HHWO0,20160628,WO,L,0.605263158,13,0.184210526,0.111111111,0,0,0,0.264705882,6,0.35,0.382352941,0,0.058823529,0.166666667,11,0,0.612424242,LOSE,0,2033,2016,0.817105263,0.608187135,0.342105263,0.07654321,0,0,0,0.510504201,0.375,0.533472803,0.322610294,0,0.131487888,0.166666667,0.5625,0,0.612424242,0.460067414,0.666666667,0.434789581,0.183913639,0.306212121
1369,73,20160629HHWO0,20160629,WO,W,0.303030303,4,0.272727273,0.222222222,0,2,0,0.444444444,1,0.459459459,0.972222222,3,0.194444444,0.285714286,6,0,0,WIN,3,2036,2016,0.409090909,0.187134503,0.506493507,0.15308642,0,0.5,0,0.857142855,0.0625,0.767047381,0.8203125,0.5,0.434640522,0.285714286,0.25,0,0,0.689295419,0.833333333,0.380657188,0.492588702,0
1370,74,20160630HHWO0,20160630,WO,W,0.368421053,5,0.210526316,0.555555556,0,1,0,0.388888889,4,0.435897436,0.555555556,0,0.305555556,0.692307692,5,0,0,WIN,3,2039,2016,0.497368421,0.233918129,0.390977444,0.38271605,0,0.25,0,0.75,0.25,0.716768587,0.46875,0,0.683006537,0.692307692,0.1875,0,0,0.569243711,0.75,0.329810928,0.546953557,0
1371,75,20160701HTWO0,20160701,WO,W,0.447368421,7,0.210526316,0.666666667,0,1,2,0.444444444,2,0.43902439,0.888888889,3,0.277777778,0.625,7,0,0,WIN,3,2042,2016,0.603947368,0.32748538,0.390977444,0.45925926,0,0.25,0.5,0.857142855,0.125,0.723441167,0.75,0.5,0.620915033,0.625,0.3125,0,0,0.500071359,0.583333333,0.270851173,0.608353758,0
1372,76,20160702HTWO0,20160702,WO,W,0.378378378,5,0.189189189,0,0,0,0,0.382352941,7,0.476190476,0.529411765,0,0.205882353,0.25,10,2,0.666666667,WIN,3,2045,2016,0.51081081,0.233918129,0.351351351,0,0,0,0,0.737394957,0.4375,0.802749551,0.446691177,0,0.460207613,0.25,0.5,0.285714286,0.666666667,0.651655603,0.666666667,0.567675806,0.302551903,0.476190476
1373,77,20160703HTWO0,20160703,WO,W,0.391304348,4.909090909,0.195652174,0.363636364,0,2,0,0.324324324,14,0.489795918,0.459459459,0,0.081081081,0.266666667,13,4,0.8,WIN,3,2048,2016,0.52826087,0.229665072,0.363354038,0.250505051,0,0.5,0,0.625482624,0.875,0.831782084,0.387668919,0,0.181240063,0.266666667,0.6875,0.571428571,0.8,0.588730761,0.833333333,0.698373167,0.190101683,0.685714286
1374,78,20160706WOOB0,20160706,WO,W,0.368421053,5,0.263157895,0.555555556,0,0,0,0.257142857,6,0.365853659,0.457142857,0,0.171428571,0.4,8,0,0.612424242,WIN,3,2051,2016,0.497368421,0.233918129,0.488721805,0.38271605,0,0,0,0.495918367,0.375,0.567302787,0.385714286,0,0.383193276,0.4,0.375,0,0.612424242,0.593679801,0.666666667,0.468192678,0.352048319,0.306212121
1375,79,20160707WOOB0,20160707,WO,L,0.482758621,4.5,0.137931034,0,0,0,0,0.205882353,1,0.228571429,0.382352941,0,0.029411765,0.1,7,0,0.612424242,LOSE,0,2051,2016,0.651724138,0.210526316,0.256157635,0,0,0,0,0.397058823,0.0625,0.274357443,0.322610294,0,0.065743945,0.1,0.3125,0,0.612424242,0.598476795,0.666666667,0.469391926,0.213310986,0.306212121
1376,80,20160708NCWO0,20160708,WO,L,0.384615385,11,0.205128205,0.333333333,0,0,1,0.333333333,3,0.372093023,0.743589744,3,0.230769231,0.25,7,1,1,LOSE,0,2051,2016,0.51923077,0.514619883,0.380952381,0.229629629,0,0,0.25,0.642857142,0.1875,0.580616911,0.627403847,0.5,0.515837105,0.25,0.3125,0.142857143,1,0.529368025,0.583333333,0.563889625,0.488334276,0.571428571
1377,81,20160709NCWO0,20160709,WO,W,0.444444444,4,0.138888889,0.444444444,0,0,0,0.3,5,0.4,0.433333333,0,0.166666667,0.333333333,5,0,0,WIN,3,2054,2016,0.599999999,0.187134503,0.257936508,0.306172839,0,0,0,0.578571428,0.3125,0.640167364,0.365625,0,0.37254902,0.333333333,0.1875,0,0,0.541157292,0.666666667,0.30195599,0.379595588,0
1378,82,20160710NCWO0,20160710,WO,W,0.342857143,7,0.171428571,0.888888889,0,1,0,0.371428571,6,0.45,0.6,1,0.228571429,0.384615385,8,1,1,WIN,3,2057,2016,0.462857143,0.32748538,0.318367346,0.612345679,0,0.25,0,0.716326529,0.375,0.746861925,0.50625,0.166666667,0.510924371,0.384615385,0.375,0.142857143,1,0.478919786,0.75,0.592944232,0.421801606,0.571428571
1379,83,20160712WOKT0,20160712,WO,W,0.461538462,5,0.128205128,0.333333333,0,0,1,0.294117647,4,0.358974359,0.647058824,2,0.176470588,0.375,6,2,0.666666667,WIN,3,2060,2016,0.623076923,0.233918129,0.238095238,0.229629629,0,0,0.25,0.56722689,0.25,0.552623109,0.545955883,0.333333333,0.394463667,0.375,0.25,0.285714286,0.666666667,0.537867639,0.583333333,0.518395481,0.46319925,0.476190476
1380,84,20160713WOKT0,20160713,WO,W,0.435897436,8,0.128205128,0.555555556,0,0,2,0.272727273,10,0.418604651,0.636363636,2,0.303030303,0.461538462,7,3,0.75,WIN,3,2063,2016,0.588461538,0.374269006,0.238095238,0.38271605,0,0,0.5,0.525974026,0.625,0.679867665,0.536931818,0.333333333,0.677361854,0.461538462,0.3125,0.428571429,0.75,0.473162161,0.5,0.537933397,0.539933412,0.589285714
1381,85,20160714WOKT0,20160714,WO,W,0.421052632,5,0.157894737,0.222222222,0,1,1,0.435897436,4,0.488372093,0.897435897,3,0.256410256,0.571428571,6,0,0,WIN,3,2066,2016,0.568421053,0.233918129,0.293233083,0.15308642,0,0.25,0.25,0.84065934,0.25,0.828743797,0.757211538,0.5,0.573152337,0.571428571,0.25,0,0,0.58445187,0.666666667,0.312779634,0.598645227,0
1382,86,20160719LGWO0,20160719,WO,L,0.452380952,12,0.19047619,0.777777778,0,0,2,0.277777778,7,0.380952381,0.666666667,2,0.166666667,0.272727273,10,1,1,LOSE,0,2066,2016,0.610714285,0.561403509,0.353741496,0.535802469,0,0,0.5,0.535714286,0.4375,0.599521817,0.5625,0.333333333,0.37254902,0.272727273,0.5,0.142857143,1,0.411455308,0.5,0.513578113,0.369652407,0.571428571
1383,87,20160720LGWO0,20160720,WO,W,0.371428571,3,0.228571429,0.333333333,0,1,0,0.28125,5,0.351351351,0.65625,1,0.21875,0.4,7,0,0.612424242,WIN,3,2069,2016,0.501428571,0.140350877,0.424489797,0.229629629,0,0.25,0,0.542410714,0.3125,0.536356439,0.553710938,0.166666667,0.488970588,0.4,0.3125,0,0.612424242,0.63827018,0.75,0.500173605,0.435784314,0.306212121
1384,88,20160721LGWO0,20160721,WO,W,0.257142857,4,0.114285714,0.444444444,0,0,0,0.3125,5,0.388888889,0.4375,0,0.1875,0.272727273,5,3,0.75,WIN,3,2072,2016,0.347142857,0.187134503,0.212244898,0.306172839,0,0,0,0.602678571,0.3125,0.616457462,0.369140625,0,0.419117647,0.272727273,0.1875,0.428571429,0.75,0.592948675,0.666666667,0.609546692,0.37608623,0.589285714
1385,89,20160722WOSK0,20160722,WO,L,0.441860465,5.90625,0.162790698,0.375,0,2,2,0.325581395,5,0.387755102,0.720930233,2,0.139534884,0.363636364,11,3,0.75,LOSE,0,2072,2016,0.596511628,0.276315789,0.302325582,0.258333333,0,0.5,0.5,0.627906975,0.3125,0.614038084,0.608284884,0.333333333,0.311901505,0.363636364,0.5625,0.428571429,0.75,0.542791208,0.666666667,0.597007326,0.361592801,0.589285714
1386,90,20160723WOSK0,20160723,WO,W,0.361111111,2,0.194444444,0.111111111,0,1,0,0.315789474,11,0.46,0.710526316,1,0.236842105,0.25,12,1,1,WIN,3,2075,2016,0.4875,0.093567251,0.361111111,0.07654321,0,0.25,0,0.609022556,0.6875,0.768200837,0.599506579,0.166666667,0.529411764,0.25,0.625,0.142857143,1,0.675875162,0.75,0.642183076,0.330269608,0.571428571
1387,91,20160724WOSK0,20160724,WO,L,0.466666667,4.5,0.1,0.125,0,1,1,0.166666667,3,0.242424242,0.366666667,1,0.066666667,0,3,2,0.666666667,LOSE,0,2075,2016,0.63,0.210526316,0.185714286,0.086111111,0,0.25,0.25,0.321428572,0.1875,0.303917839,0.309375,0.166666667,0.149019609,0,0.0625,0.285714286,0.666666667,0.564769215,0.666666667,0.545954209,0.313296569,0.476190476
1388,92,20160726OBWO0,20160726,WO,L,0.4375,7,0.125,0.222222222,2,0,0,0.172413793,6,0.314285714,0.24137931,0,0.034482759,0.25,7,0,0.612424242,LOSE,0,2075,2016,0.590625,0.32748538,0.232142857,0.15308642,0.666666667,0,0,0.332512315,0.375,0.457262402,0.203663793,0,0.077079108,0.25,0.3125,0,0.612424242,0.540236514,0.444444444,0.3992763,0.253644777,0.306212121
1389,93,20160727OBWO0,20160727,WO,W,0.305555556,4,0.083333333,0.222222222,0,1,0,0.425,4,0.465116279,0.625,2,0.225,0.266666667,11,2,1,WIN,3,2078,2016,0.4125,0.187134503,0.154761904,0.15308642,0,0.25,0,0.819642856,0.25,0.77911842,0.52734375,0.333333333,0.502941177,0.266666667,0.5625,0.285714286,1,0.600510245,0.75,0.659056133,0.385110294,0.642857143
1390,94,20160728OBWO0,20160728,WO,W,0.258064516,1,0.322580645,0.555555556,0,2,0,0.371428571,6,0.418604651,0.6,1,0.342857143,0.357142857,8,0,0.612424242,WIN,3,2081,2016,0.348387096,0.046783626,0.599078341,0.38271605,0,0.5,0,0.716326529,0.375,0.679867665,0.50625,0.166666667,0.766386555,0.357142857,0.375,0,0.612424242,0.705297892,0.833333333,0.537763867,0.47879902,0.306212121
1391,95,20160729WOSS0,20160729,WO,L,0.422222222,4.764705882,0.133333333,0.529411765,0,3,0,0.268292683,6,0.326086957,0.365853659,1,0.12195122,0.222222222,8,2,0.666666667,LOSE,0,2081,2016,0.57,0.222910217,0.247619047,0.364705883,0,0.75,0,0.517421602,0.375,0.482444971,0.308689025,0.166666667,0.272596845,0.222222222,0.375,0.285714286,0.666666667,0.522500737,0.916666667,0.597887089,0.321621433,0.476190476
1392,96,20160803WOLT0,20160803,WO,L,0.323529412,6.230769231,0.117647059,0.807692308,0,0,0,0.368421053,6,0.431818182,0.631578947,1,0.105263158,0.142857143,12,1,1,LOSE,0,2081,2016,0.436764706,0.291497976,0.218487395,0.556410257,0,0,0,0.710526316,0.375,0.708063903,0.532894737,0.166666667,0.235294118,0.142857143,0.625,0.142857143,1,0.483453614,0.666666667,0.573244356,0.229954482,0.571428571
1393,97,20160804WOLT0,20160804,WO,W,0.393939394,4,0.242424242,0.222222222,0,0,0,0.277777778,7,0.395348837,0.666666667,2,0.138888889,0.166666667,10,1,0.5,WIN,3,2084,2016,0.531818182,0.187134503,0.45021645,0.15308642,0,0,0,0.535714286,0.4375,0.630242288,0.5625,0.333333333,0.310457517,0.166666667,0.5,0.142857143,0.5,0.644544336,0.666666667,0.488517036,0.327614379,0.321428571
1394,98,20160805SKWO0,20160805,WO,L,0.45,7,0.2,0,0,0,0,0.294117647,4,0.358974359,0.411764706,1,0.147058824,0.375,7,1,1,LOSE,0,2084,2016,0.6075,0.32748538,0.371428572,0,0,0,0,0.56722689,0.25,0.552623109,0.347426471,0.166666667,0.328719724,0.375,0.3125,0.142857143,1,0.609110798,0.666666667,0.604658652,0.389471598,0.571428571
1395,99,20160806SKWO0,20160806,WO,L,0.475,7,0.1,0.333333333,0,1,0,0.342857143,2,0.378378378,0.714285714,2,0.171428571,0.3,5,0,0.612424242,LOSE,0,2084,2016,0.64125,0.32748538,0.185714286,0.229629629,0,0.25,0,0.661224489,0.125,0.594029175,0.602678571,0.333333333,0.383193276,0.3,0.1875,0,0.612424242,0.496837319,0.75,0.46481539,0.457256652,0.306212121
1396,100,20160807SKWO0,20160807,WO,W,0.41025641,1,0.307692308,0.222222222,0,0,0,0.230769231,8,0.363636364,0.423076923,0,0.153846154,0.3,7,1,0.5,WIN,3,2087,2016,0.553846153,0.046783626,0.571428572,0.15308642,0,0,0,0.445054945,0.5,0.562571321,0.356971154,0,0.343891403,0.3,0.3125,0.142857143,0.5,0.704428093,0.666666667,0.503487976,0.332847851,0.321428571
1397,101,20160809WOKT0,20160809,WO,W,0.264705882,2,0.235294118,0.222222222,0,1,0,0.324324324,1,0.342105263,0.594594595,1,0.162162162,0.363636364,5,0,0,WIN,3,2090,2016,0.357352941,0.093567251,0.436974791,0.15308642,0,0.25,0,0.625482624,0.0625,0.516626293,0.50168919,0.166666667,0.362480127,0.363636364,0.1875,0,0,0.708242045,0.75,0.364560511,0.426320789,0
1398,102,20160810WOKT0,20160810,WO,W,0.142857143,1,0.285714286,0.333333333,0,2,0,0.378378378,1,0.394736842,0.702702703,1,0.108108108,0.4,8,0,0,WIN,3,2093,2016,0.192857143,0.046783626,0.530612246,0.229629629,0,0.5,0,0.729729728,0.0625,0.628936357,0.592905406,0.166666667,0.241653418,0.4,0.375,0,0,0.765335462,0.833333333,0.399667199,0.358330021,0
1399,103,20160811HTWO0,20160811,WO,W,0.390243902,6.3,0.195121951,0.4,0,0,0,0.325,7,0.425531915,0.575,2,0.2,0.384615385,9,6,0.75,WIN,3,2096,2016,0.526829268,0.294736842,0.362369338,0.275555556,0,0,0,0.626785714,0.4375,0.694649693,0.48515625,0.333333333,0.447058824,0.384615385,0.4375,0.857142857,0.75,0.566311918,0.666666667,0.71003036,0.431876885,0.803571429
1400,104,20160812HTWO0,20160812,WO,L,0.371428571,8,0.085714286,0.222222222,0,2,0,0.257142857,5,0.35,0.371428571,0,0.057142857,0.1,11,2,1,LOSE,0,2096,2016,0.501428571,0.374269006,0.159183674,0.15308642,0,0.5,0,0.495918367,0.3125,0.533472803,0.313392857,0,0.127731092,0.1,0.5625,0.285714286,1,0.532599919,0.833333333,0.662911885,0.166307773,0.642857143
1401,105,20160813WOOB0,20160813,WO,L,0.322580645,9,0.129032258,0.5,0,0,0,0.225806452,2,0.272727273,0.225806452,0,0,0,6,0,0,LOSE,0,2096,2016,0.435483871,0.421052632,0.239631336,0.344444444,0,0,0,0.435483871,0.125,0.36858121,0.190524194,0,0,0,0.25,0,0,0.509662597,0.666666667,0.294082316,0.1875,0
1402,106,20160814WOOB0,20160814,WO,L,0.40625,6.75,0.125,0.5,0,0,0,0.1875,0,0.1875,0.375,1,0.03125,0,4,1,1,LOSE,0,2096,2016,0.5484375,0.315789474,0.232142857,0.344444444,0,0,0,0.361607143,0,0.186715481,0.31640625,0.166666667,0.069852941,0,0.125,0.142857143,1,0.50586786,0.666666667,0.578847917,0.277879902,0.571428571
1403,107,20160816LTWO0,20160816,WO,W,0.129032258,1,0.193548387,0.444444444,0,0,0,0.303030303,7,0.425,0.636363636,1,0.181818182,0.3125,8,3,1,WIN,3,2099,2016,0.174193548,0.046783626,0.359447005,0.306172839,0,0,0,0.584415584,0.4375,0.693514644,0.536931818,0.166666667,0.406417113,0.3125,0.375,0.428571429,1,0.708074248,0.666666667,0.700828086,0.377645945,0.714285714
1404,108,20160817LTWO0,20160817,WO,W,0.161290323,0,0.322580645,0.222222222,0,1,1,0.371428571,3,0.41025641,0.828571429,2,0.2,0.176470588,8,0,0,WIN,3,2102,2016,0.217741936,0,0.599078341,0.15308642,0,0.25,0.25,0.716326529,0.1875,0.662053427,0.699107143,0.333333333,0.447058824,0.176470588,0.375,0,0,0.807062496,0.666666667,0.368432291,0.395465686,0
1405,109,20160818NCWO0,20160818,WO,W,0.447368421,4,0.157894737,0.555555556,0,0,1,0.323529412,5,0.41025641,0.5,1,0.176470588,0.444444444,9,1,1,WIN,3,2105,2016,0.603947368,0.187134503,0.293233083,0.38271605,0,0,0.25,0.62394958,0.3125,0.662053427,0.421875,0.166666667,0.394463667,0.444444444,0.4375,0.142857143,1,0.529858791,0.583333333,0.564012317,0.392018695,0.571428571
1406,110,20160819NCWO0,20160819,WO,L,0.384615385,7,0.179487179,0.333333333,0,0,0,0.225806452,1,0.25,0.225806452,0,0,0,5,0,0,LOSE,0,2105,2016,0.51923077,0.32748538,0.333333333,0.229629629,0,0,0,0.435483871,0.0625,0.320083682,0.190524194,0,0,0,0.1875,0,0,0.564246888,0.666666667,0.307728389,0.203125,0
1407,111,20160820SSWO0,20160820,WO,W,0.388888889,5,0.111111111,0,0,0,0,0.275862069,7,0.405405405,0.413793103,1,0.172413793,0.25,8,3,1,WIN,3,2108,2016,0.525,0.233918129,0.206349206,0,0,0,0,0.532019704,0.4375,0.65170191,0.349137931,0.166666667,0.385395537,0.25,0.375,0.428571429,1,0.611857769,0.666666667,0.676773966,0.356765551,0.714285714
1408,112,20160821SSWO0,20160821,WO,W,0.137931034,0,0.413793103,0.111111111,0,1,0,0.25,1,0.275862069,0.392857143,0,0.071428571,0.125,4,1,0.5,WIN,3,2111,2016,0.186206896,0,0.768472906,0.07654321,0,0.25,0,0.482142857,0.0625,0.375270524,0.331473214,0,0.159663865,0.125,0.125,0.142857143,0.5,0.8764307,0.75,0.567321961,0.289915966,0.321428571
1409,113,20160824WOHH0,20160824,WO,W,0.363636364,6,0.181818182,0.333333333,0,3,0,0.352941176,13,0.510204082,1,4,0.323529412,0.125,10,3,0.6,WIN,3,2114,2016,0.490909091,0.280701754,0.337662338,0.229629629,0,0.75,0,0.680672267,0.8125,0.875330886,0.84375,0.666666667,0.723183392,0.125,0.5,0.428571429,0.6,0.584105466,0.916666667,0.63233589,0.503712515,0.514285714
1410,114,20160825LGWO0,20160825,WO,L,0.459459459,9,0.135135135,0.555555556,0,2,0,0.314285714,0,0.305555556,0.428571429,0,0.114285714,0.375,5,0,0.612424242,LOSE,0,2114,2016,0.620270269,0.421052632,0.250965251,0.38271605,0,0.5,0,0.606122448,0,0.438633195,0.361607143,0,0.255462184,0.375,0.1875,0,0.612424242,0.456731575,0.833333333,0.475622288,0.360740546,0.306212121
1411,115,20160826LGWO0,20160826,WO,L,0.294117647,3,0.147058824,0.111111111,0,0,0,0.212121212,7,0.307692308,0.272727273,0,0.060606061,0.111111111,12,0,0.612424242,LOSE,0,2114,2016,0.397058823,0.140350877,0.273109245,0.07654321,0,0,0,0.409090908,0.4375,0.443192791,0.230113637,0,0.135472372,0.111111111,0.625,0,0.612424242,0.664789084,0.666666667,0.485969998,0.155395871,0.306212121
